brand_name,date,campaign_name,status,ad_set_name,ad_name,country,region,FB Spent Funnel (INR),spend_inr,clicks,impressions,page_likes,landing_page_views,link_clicks,adds_to_cart,checkouts_initiated,Adds of Payment Info,purchases,revenue_inr,website_contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),CTR_calculated,CPM_calculated,CPC_calculated,ROI_calculated,ROAS_calculated
Brand A,1/17/2026,Growify | MOF + BOF | Conversion | India,ACTIVE,MOF + BOF | New Collection | Catalogue Only,Custom | Catalog | EOSS | 15th Dec 25,India,India,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0
Brand A,1/8/2026,Growify | MOF + BOF | Conversion | India,ACTIVE,MOF + BOF | New Collection | Catalogue Only,Custom | Catalog | EOSS | 15th Dec 25,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0
Brand A,1/9/2026,,ACTIVE,MOF + BOF | New Collection | Catalogue Only,Custom | Catalog | EOSS | 15th Dec 25,India,India,0,0,0,,0,0,0,,0,0,0,,,0,,0,0,0,0,0,0,0
Brand A,1/10/2026,Growify | MOF + BOF | Conversion | India,,MOF + BOF | New Collection | Catalogue Only,Custom | Catalog | EOSS | 15th Dec 25,India,India,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
Brand A,1/2/2026,Growify | MOF + BOF | Conversion | India,ACTIVE,MOF + BOF | RT > Video Only,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25,India,India,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Brand A,1/3/2026,growify | mof + bof | conversion | india,ACTIVE,MOF + BOF | RT > Video Only,Custom | Video 1 | EOSS | 15th Dec 25,,India,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
,1/4/2026,Growify | MOF + BOF | Conversion | India,ACTIVE,MOF + BOF | RT > Video Only,Custom | Video 1 | EOSS | 15th Dec 25,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0
Brand A,,Growify | MOF + BOF | Conversion | India,ACTIVE,MOF + BOF | RT > Video Only,Custom | Video 1 | EOSS | 15th Dec 25,,,0,0,0,0,0,0,0,3,0,0,1,9270,,0,20320,0,0,0,0,0,0,0
Brand A,1/21/2026,Growify | MOF + BOF | Conversion | India,,MOF + BOF | RT > Video Only,Custom | Video 2 | EOSS | 15th Dec 25,India,India,,0,,0,0,0,,0,0,,0,0,,0,,0,,0,0,0,0,0
Brand A,1/19/2026,Growify | MOF + BOF | Conversion | India,ACTIVE,MOF + BOF | RT > Video Only,Custom | Video 2 | EOSS | 15th Dec 25,India,India,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Brand A,1/1/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Apparel,Catalogue | Best Seller | In Stock,India,India,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
Brand A,1/17/2026,Growify | TOF | Conversion | India,ACTIVE,,Catalogue | All Product - ( Exclude Stole) | Instock,India,India,,0,0,0,0,0,0,0,,,0,0,,0,0,0,,0,0,0,0,0
Brand A,1/28/2026,Growify | TOF | Conversion | India,,Ecomm | Engaged,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿½ ,India,India,0,0,0,0,,0,0,0,,,0,0,,0,0,,,0,0,0,0,0
Brand A,1/31/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Engaged,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿½ ,India,India,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Brand A,1/30/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Engaged,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿½ ,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Brand A,1/1/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,CATALOG | CAR | CAMPAIGN SHOOT | MIX | MIX | SUMMER | PDP,India,India,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
Brand A,1/18/2026,,ACTIVE,Ecomm | Home Essential,Custom | Carousel | EOSS | 15th Dec25 ï¿½ï¿½ï¿½ ,India,India,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
Brand A,1/16/2026,Growify | TOF | Conversion | India,ACTIVE,ecomm | home essential,Custom | Carousel | EOSS | 15th Dec25 ï¿½ï¿½ï¿½ ,India,India,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Brand A,1/1/2026,Growify | TOF | Conversion | India,,Ecomm | Home Essential,Custom | Carousel | EOSS | 15th Dec25 ï¿½ï¿½ï¿½ ,India,India,0,0,,0,0,0,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0
,1/29/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Hotel,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿½ ,India,India,0,0,0,,0,0,0,0,,,,0,,,0,0,,0,0,0,0,0
Brand A,1/30/2026,,ACTIVE,Ecomm | Hotel,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿½ ,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Brand A,1/31/2026,growify | tof | conversion | india,ACTIVE,Ecomm | Hotel,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿½ ,India,India,0,0,0,0,,0,0,2,0,0,0,0,,0,,0,0,0,0,0,0,0
Brand A,1/26/2026,,ACTIVE,Ecomm | Jewelery,Catalogue | Set + Dress || Active | Instock,India,India,0,0,0,0,,0,0,0,,,0,0,,0,0,,,0,0,0,0,0
Brand A,1/22/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Jewelery,Catalogue | Set + Dress || Active | Instock,India,India,0,0,0,0,0,,,0,0,,0,0,,0,0,0,,0,0,0,0,0
Brand A,1/23/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Jewelery,Catalogue | Set + Dress || Active | Instock,India,India,0,0,,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0,0,0
Brand A,1/24/2026,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,Ecomm | Jewelery,Catalogue | Set + Dress || Active | Instock,India,India,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0
Brand A,,Growify | TOF | Conversion | India,ACTIVE,,Catalogue | Set + Dress || Active | Instock,India,India,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,0,0,0
Brand A,1/28/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿,India,India,0,0,0,0,,0,0,2,,,0,0,,0,-18000,,,0,0,0,0,0
Brand A,1/29/2026,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,Ecomm | Travel,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿,India,India,,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,0,0,0
Brand A,1/30/2026,Growify | TOF | Conversion | India,,Ecomm | Travel,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿,India,India,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Brand A,1/17/2026,Growify | TOF | Conversion | India,ACTIVE,TOF | INDIA | IOS,Catalogue | All Product | Instock,India,India,0,,0,0,0,0,0,5,0,,0,0,,0,-28080,0,,0,0,0,0,0
Brand A,1/24/2026,,ACTIVE,TOF | INDIA | Marketplace,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK ï¿½ï¿½ï¿,India,India,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0
Brand A,1/17/2026,Growify | TOF | INDIA | OPEN | SALES,PAUSED,TOF | INDIA | OPEN AUDENCE,Catalogue | Price || 7k+ || Active | Instock,India,India,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0
Brand A,1/20/2026,Growify | TOF | INDIA | OPEN | SALES,PAUSED,TOF | INDIA | OPEN AUDENCE,,India,India,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,14000,0,0,0,0,0
Brand A,1/1/2026,Growify | TOF | INDIA | OPEN | SALES,PAUSED,TOF | INDIA | OPEN AUDENCE,,India,India,0,0,0,,0,0,0,3,0,0,0,0,,0,17120,,,0,0,0,0,0
Brand A,1/18/2026,growify | 2nd december | abo | sale,PAUSED,TOF | OPEN | Sale | Women,Catalogue | Best Seller | In Stock,India,,0.06,0.06,100,7,0,0,1,0,0,0,0,0,,0,0,0,,1428.571429,8.571428571,0.0006,-100,0
Brand A,1/13/2026,Growify | 11th June | TOF | ABO | INDIA | LAL 3% - 5% | SALES,PAUSED,tof | lal 3-5% | sales | womens,,India,India,0.13,0.13,0,0,0,0,0,0,,,,0,,0,,,,0,0,0,-100,0
,1/11/2026,Growify | 9th October 25 | MOF | Sales | Women,PAUSED,MOF | Whtsapp CD | Sales - Women,Custom | Video 2 | EOSS | 15th Dec 25 ï¿½ï¿½ï¿,India,India,0.16,0.16,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,-100,0
Brand A,1/24/2026,Growify | BOF | Conversion | India,ACTIVE,Ecomm | Viewed + ATC - 180 Days,Catalog | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Deepak Maurya,India,India,0.3,0.3,0,1,0,0,0,0,0,,0,,,0,0,0,,0,300,0,,
Brand A,1/27/2026,Growify | 24th Jan 26 | Tof | Sales | India,PAUSED,TOF | INDIA | WOMEN | Maximum value of Conversions | Purchase,Video | esha |,India,India,0.37,0.37,0,,,0,0,0,,,0,0,,0,0,,,0,0,0,-100,0
Brand A,1/27/2026,Growify | TOF | Conversion | India,,Ecomm | Engaged,Catalogue | Best Seller | In Stock ï¿½ï¿½ï¿½ ,India,India,0.86,0.86,0,1,,0,0,0,,,0,0,,0,0,,,0,860,0,-100,0
Brand A,1/13/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,CUSTOM | CAROUSEL | EOSS | 15TH DEC25,India,,0.9,0.9,0,3,0,0,0,0,,,0,0,,0,0,,,0,300,0,-100,0
Brand A,1/27/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Hotel,Catalogue | Best Seller | In Stock ï¿½ï¿½ï¿½ ,India,India,1.12,1.12,0,4,,0,0,0,,,0,0,,0,0,,,0,280,0,-100,0
Brand A,1/27/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Engaged,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿½ ,,India,1.75,1.75,0,4,,0,,2,,,0,0,,0,16800,,,0,437.5,0,-100,0
Brand A,1/6/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,Custom | Carousel | EOSS | 15th Dec25,India,India,-1.78,1.78,,10,,0,0,,0,0,0,0,,0,0,0,0,,178,0,-100,0
Brand A,1/15/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,Custom | Carousel | EOSS | 15th Dec25 ï¿½ï¿½ï¿½ ,India,India,1.91,1.91,2,1160,0,2,2,0,0,0,0,0,,0,0,0,0,0.172413793,1.646551724,0.955,-100,0
Brand A,1/27/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,Catalogue | Price || 7k+ || Active | Instock ï¿½ï¿½ï¿,India,India,2.41,2.41,1,5,,1,1,1,,,0,,,0,9000,,,20,482,2.41,,
Brand A,1/13/2026,Growify | 9th October 25 | MOF | Sales | Women,PAUSED,MOF | Whtsapp CD | Sales - Women,Custom | Carousel | EOSS | 15th Dec25 ï¿½ï¿½ï¿,India,India,,,0,5,0,0,0,0,,,0,0,,0,0,,,0,,0,0,0
Brand A,1/19/2026,Growify | 4th October | TOF | INDIA | Sales,PAUSED,TOF | Open | Sales | Women,Reel | also.alpa | 4th October 25,India,India,374.4,,0,16,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
Brand A,1/27/2026,Growify | 24th Jan 26 | Tof | Sales | India,PAUSED,TOF | INDIA | WOMEN | Maximum value of Conversions | Purchase,Video | Pooja Hedge | 24th Jan 26,India,India,5.07,5.07,0,5,,0,0,0,,,0,0,,0,0,,,0,1014,0,-100,0
Brand A,1/4/2026,Growify | TOF | Conversion | India,,Ecomm | Travel,Custom | Carousel | EOSS | 15th Dec25,India,India,6.8,6.8,3,19,0,195,1,0,0,0,0,0,,0,0,0,0,15.78947368,357.8947368,2.266666667,-100,0
Brand A,1/20/2026,Growify | 2nd December | ABO | Sale,PAUSED,TOF | Engaged shoppers| Sale | Women,Catalogue | Set + Dress || Active | Instock,India,India,674.88,7.03,2,17,0,1,2,0,0,0,0,0,,0,0,0,0,11.76470588,413.5294118,3.515,-100,0
,1/7/2026,,ACTIVE,ECOMM | TRAVEL,Custom | Carousel | EOSS | 15th Dec25,India,India,7.06,,0,18,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
Brand A,1/14/2026,Growify | TOF | Conversion | India,,Ecomm | Home Essential,Custom | Carousel | EOSS | 15th Dec25 ï¿½ï¿½ï¿½ ,India,India,7.44,7.44,2,28,0,,2,4,,0,0,,,0,24016,,0,7.142857143,265.7142857,3.72,,
Brand A,1/14/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,CUSTOM | CAROUSEL | EOSS | 15TH DEC25,India,India,8,8,1,,0,-1,0,0,,0,,0,,0,0,,0,0,0,8,-100,0
Brand A,1/23/2026,Growify | 2nd December | ABO | Sale,PAUSED,TOF | OPEN | Sale | Women,Catalogue | Price || 7k+ || Active | Instock,India,India,8.51,8.51,200,22,0,2,2,0,0,,0,0,,0,0,,,909.0909091,386.8181818,0.04255,-100,0
Brand A,1/3/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,Custom | Carousel | EOSS | 15th Dec25,India,India,,9.36,100,16,0,1,1,0,0,0,0,0,,0,0,0,0,625,585,0.0936,-100,0
Brand A,1/5/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,Custom | Carousel | EOSS | 15th Dec25,India,India,11.95,11.95,0,24,0,,0,0,0,0,0,0,,0,0,0,0,0,497.9166667,0,-100,0
Brand A,1/24/2026,Growify | 2nd December | ABO | Sale,PAUSED,TOF | OPEN | Sale | Women,Catalogue | Best Seller | In Stock,India,India,13.01,13.01,1,22,0,1,1,0,0,,0,0,,0,0,0,,4.545454545,591.3636364,13.01,-100,0
Brand A,1/27/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Hotel,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK ï¿½ï¿½ï¿½ ,India,India,15.79,15.79,0,7,,0,,0,,,0,0,,0,0,,,0,2255.714286,0,-100,0
Brand A,1/31/2026,Growify | 4th October | TOF | INDIA | Sales,PAUSED,TOF | OPEN | Sale | Women,Video | esha | ï¿½ï¿½ï¿,,India,1696.32,17.67,11,489,0,0,2,0,0,,0,0,,0,0,0,0,2.249488753,36.13496933,1.606363636,-100,0
Brand A,1/30/2026,Growify | 4th October | TOF | INDIA | Sales,PAUSED,TOF | OPEN | Sale | Women,Video | esha | ï¿½ï¿½ï¿,India,India,2260.8,23.55,9,2294,0,1,3,0,0,0,0,0,,0,0,0,0,0.392327812,10.26591107,2.616666667,-100,0
Brand A,1/16/2026,Growify | 9th October 25 | MOF | Sales | Women,,MOF | Whtsapp CD | Sales - Women,Custom | Carousel | EOSS | 15th Dec25 ï¿½ï¿½ï¿,India,,26.4,,1,45,0,1,1,0,0,0,0,0,,,0,0,0,2.222222222,,,0,0
Brand A,,Growify | TOF | INDIA | OPEN | SALES,PAUSED,tof | india | open audence,Catalogue | Price || 7k+ || Active | Instock,India,India,30.02,30.02,4,84,0,17,4,1,0,,0,0,,0,,0,0,4.761904762,357.3809524,7.505,-100,0
Brand A,1/13/2026,Growify | MOF + BOF | Conversion | India,ACTIVE,MOF + BOF | RT > Video Only,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25,India,India,33.5,33.5,,63,0,3,,0,,,0,0,,0,0,,,,531.7460317,0,-100,0
Brand A,1/29/2026,Growify | 2nd December | ABO | Sale,PAUSED,TOF | OPEN | Sale | Women,Catalogue | Price || 7k+ || Active | Instock,India,India,3644.16,5731.96,0,25,0,0,0,0,0,,0,0,,0,0,0,,0,229278.4,0,-100,0
Brand A,1/30/2026,,PAUSED,TOF | ASC | CAC | INDIA,Video | esha | ï¿½ï¿½ï¿,India,India,41.03,41.03,15,589,0,0,0,0,0,0,0,0,,0,0,0,0,2.546689304,69.66044143,2.735333333,-100,0
Brand A,1/14/2026,Growify | 9th October 25 | MOF | Sales | Women,PAUSED,,Custom | Carousel | EOSS | 15th Dec25 ï¿½ï¿½ï¿,India,India,,43.7,1,5365,0,-1,,0,,0,0,0,,,0,,0,0.018639329,8.145386766,43.7,-100,0
Brand A,1/14/2026,Growify | MOF + BOF | Conversion | India,ACTIVE,MOF + BOF | RT > Video Only,Custom | Video 1 | EOSS | 15th Dec 25,India,India,,48.87,0,71,0,1,1,1,,0,0,0,,0,4860,,0,0,688.3098592,0,-100,0
Brand A,1/16/2026,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Travel,Custom | Carousel | EOSS | 15th Dec25,India,,50.23,7584.73,1,,0,1,1,0,0,,0,0,,,0,,0,0,0,7584.73,-100,0
Brand A,1/1/2026,Growify | TOF | Conversion | India,,Ecomm | Travel,Custom | Carousel | EOSS | 15th Dec25,India,India,58.29,,3,88,0,2,2,0,0,0,0,0,,,0,0,,3.409090909,,,0,0
,1/15/2026,Growify | 11th June | TOF | ABO | INDIA | LAL 3% - 5% | SALES,PAUSED,TOF | LAL 3-5% | Sales | Womens,Custom | Video 1 | EOSS | 15th Dec 25 ï¿½ï¿½ï¿,India,India,60.28,60.28,4,35,0,3,3,0,0,0,,0,,0,,0,0,11.42857143,1722.285714,15.07,-100,0
Brand A,1/30/2026,,,TOF | OPEN | Sale | Women,Catalogue | Price || 7k+ || Active | Instock,India,India,61.53,61.53,9,71,0,7,0,,0,0,0,0,,0,3200,0,0,12.67605634,866.6197183,6.836666667,-100,0
